Provider,inp_claims,inp_total_reimbursed,inp_mean_reimbursed,inp_max_reimbursed,inp_mean_deductible,inp_mean_los,inp_unique_bene,outp_claims,outp_total_reimbursed,outp_mean_reimbursed,outp_mean_deductible,outp_unique_bene,avg_age,pct_male,pct_female,pct_renal,mean_ChronicCond_Alzheimer,mean_ChronicCond_Heartfailure,mean_ChronicCond_KidneyDisease,mean_ChronicCond_Cancer,mean_ChronicCond_ObstrPulmonary,mean_ChronicCond_Depression,mean_ChronicCond_Diabetes,mean_ChronicCond_IschemicHeart,mean_ChronicCond_Osteoporasis,mean_ChronicCond_rheumatoidarthritis,mean_ChronicCond_stroke,PotentialFraud,FraudLabel
PRV55171,41.0,365000.0,8902.439024390244,23000.0,1068.0,5.658536585365853,34.0,206.0,42360.0,205.63106796116506,3.883495145631068,86.0,70.27014574047178,0.3902439024390244,0.6097560975609756,0.2926829268292683,1.3658536585365855,1.3170731707317074,1.4390243902439024,1.7073170731707317,1.5121951219512195,1.6585365853658536,1.1951219512195121,1.146341463414634,1.6829268292682926,1.7804878048780488,1.7804878048780488,Yes,1
PRV55172,55.0,611000.0,11109.09090909091,125000.0,1068.0,5.6909090909090905,48.0,59.0,116600.0,1976.2711864406779,17.050847457627118,56.0,73.62245037645448,0.5636363636363636,0.43636363636363634,0.2727272727272727,1.4181818181818182,1.3818181818181818,1.4363636363636363,1.8363636363636364,1.4363636363636363,1.5636363636363637,1.2545454545454546,1.1090909090909091,1.6363636363636365,1.7272727272727273,1.7818181818181817,Yes,1
PRV55173,,,,,,,,25.0,8350.0,334.0,2.8,24.0,,,,,,,,,,,,,,,,No,0
PRV55175,23.0,191000.0,8304.347826086956,47000.0,1068.0,4.478260869565218,22.0,281.0,63600.0,226.33451957295372,3.131672597864769,247.0,74.59631580513644,0.34782608695652173,0.6521739130434783,0.17391304347826086,1.391304347826087,1.3478260869565217,1.391304347826087,1.9130434782608696,1.4782608695652173,1.5217391304347827,1.2173913043478262,1.0869565217391304,1.6521739130434783,1.6956521739130435,1.7391304347826086,No,0
PRV55176,1.0,6000.0,6000.0,6000.0,1068.0,2.0,1.0,19.0,2650.0,139.47368421052633,2.1052631578947367,19.0,75.50444900752909,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,No,0
PRV55177,,,,,,,,327.0,104420.0,319.3272171253823,2.874617737003058,286.0,,,,,,,,,,,,,,,,No,0
PRV55178,2.0,10000.0,5000.0,6000.0,1068.0,2.0,2.0,29.0,8510.0,293.44827586206895,0.0,27.0,74.50102669404518,0.5,0.5,0.0,2.0,1.5,2.0,2.0,2.0,1.5,1.5,1.0,1.5,1.5,2.0,No,0
PRV55179,16.0,151000.0,9437.5,25000.0,1068.0,4.0625,16.0,58.0,27930.0,481.55172413793105,4.482758620689655,51.0,71.75205338809035,0.3125,0.6875,0.3125,1.625,1.125,1.5,1.8125,1.4375,1.375,1.125,1.1875,1.6875,1.4375,1.9375,No,0
PRV55180,7.0,70000.0,10000.0,22000.0,1068.0,5.857142857142857,7.0,120.0,38440.0,320.3333333333333,4.416666666666667,105.0,74.96783025325121,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.4285714285714286,1.1428571428571428,1.0,1.7142857142857142,1.2857142857142858,1.5714285714285714,1.0,1.0,1.5714285714285714,1.5714285714285714,2.0,No,0
PRV55181,35.0,334000.0,9542.857142857143,31000.0,1068.0,6.8,29.0,404.0,79360.0,196.43564356435644,3.910891089108911,310.0,73.50706952185392,0.42857142857142855,0.5714285714285714,0.34285714285714286,1.4285714285714286,1.2571428571428571,1.3142857142857143,1.9428571428571428,1.4,1.3714285714285714,1.3428571428571427,1.0571428571428572,1.7714285714285714,1.7714285714285714,1.8285714285714285,No,0
PRV55182,,,,,,,,102.0,25940.0,254.31372549019608,0.0,78.0,,,,,,,,,,,,,,,,No,0
PRV55183,21.0,239000.0,11380.952380952382,37000.0,1068.0,5.571428571428571,18.0,96.0,18750.0,195.3125,2.6041666666666665,74.0,64.20898927675108,0.38095238095238093,0.6190476190476191,0.38095238095238093,1.4761904761904763,1.2857142857142858,1.4285714285714286,1.6666666666666667,1.5714285714285714,1.380952380952381,1.1904761904761905,1.1904761904761905,1.7142857142857142,1.7142857142857142,1.7619047619047619,No,0
PRV55184,1.0,0.0,0.0,0.0,1068.0,4.0,1.0,55.0,15760.0,286.54545454545456,1.8181818181818181,44.0,91.50444900752909,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,No,0
PRV55185,5.0,46000.0,9200.0,28000.0,1068.0,2.2,5.0,201.0,66170.0,329.2039800995025,2.487562189054726,68.0,72.60177960301164,0.6,0.4,0.0,1.8,1.4,1.8,1.8,1.6,1.2,1.4,1.2,1.6,1.6,1.8,No,0
PRV55187,,,,,,,,125.0,29270.0,234.16,5.44,101.0,,,,,,,,,,,,,,,,No,0
PRV55188,4.0,35000.0,8750.0,17000.0,1068.0,3.0,3.0,203.0,38470.0,189.50738916256157,1.5763546798029557,112.0,60.93976728268309,0.25,0.75,0.0,1.25,1.25,1.5,1.75,2.0,1.25,1.25,1.5,2.0,1.5,1.5,No,0
PRV55189,36.0,316000.0,8777.777777777777,24000.0,1068.0,3.6666666666666665,35.0,97.0,23940.0,246.8041237113402,2.3711340206185567,82.0,72.12274697695642,0.25,0.75,0.3055555555555556,1.4166666666666667,1.25,1.3888888888888888,1.6944444444444444,1.4444444444444444,1.3055555555555556,1.1111111111111112,1.1388888888888888,1.6944444444444444,1.5277777777777777,1.75,No,0
PRV55191,,,,,,,,90.0,17290.0,192.11111111111111,0.0,87.0,,,,,,,,,,,,,,,,No,0
PRV55192,15.0,147100.0,9806.666666666666,24000.0,1068.0,4.266666666666667,15.0,238.0,71540.0,300.5882352941176,1.134453781512605,220.0,69.55765457449235,0.5333333333333333,0.4666666666666667,0.13333333333333333,1.5333333333333334,1.2666666666666666,1.7333333333333334,1.8666666666666667,1.4,1.6,1.2666666666666666,1.1333333333333333,1.6666666666666667,1.7333333333333334,1.8666666666666667,No,0
PRV55193,31.0,440000.0,14193.548387096775,102000.0,1068.0,6.774193548387097,25.0,13.0,4380.0,336.9230769230769,0.0,13.0,75.77699763749973,0.6129032258064516,0.3870967741935484,0.16129032258064516,1.3870967741935485,1.2903225806451613,1.3548387096774193,1.8387096774193548,1.4193548387096775,1.5161290322580645,1.1612903225806452,1.096774193548387,1.8064516129032258,1.5483870967741935,1.8387096774193548,Yes,1
PRV55194,169.0,1614000.0,9550.295857988165,57000.0,1068.0,5.201183431952662,139.0,252.0,86900.0,344.8412698412698,3.134920634920635,237.0,71.52285254891478,0.40236686390532544,0.5976331360946746,0.3076923076923077,1.4437869822485208,1.242603550295858,1.4260355029585798,1.8224852071005917,1.5857988165680474,1.4615384615384615,1.1538461538461537,1.165680473372781,1.6390532544378698,1.5976331360946745,1.834319526627219,Yes,1
PRV55195,16.0,236000.0,14750.0,65000.0,1068.0,6.0625,15.0,61.0,10730.0,175.9016393442623,1.639344262295082,55.0,70.13227241615331,0.4375,0.5625,0.375,1.5,1.0625,1.4375,1.875,1.5625,1.375,1.125,1.0625,1.75,1.5,1.6875,Yes,1
PRV55196,6.0,111000.0,18500.0,83000.0,1068.0,6.5,6.0,167.0,39790.0,238.26347305389223,2.035928143712575,147.0,72.32169746748802,0.16666666666666666,0.8333333333333334,0.5,1.5,1.1666666666666667,1.0,1.8333333333333333,1.5,1.1666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.0,1.8333333333333333,No,0
PRV55197,,,,,,,,73.0,24210.0,331.64383561643837,3.0136986301369864,50.0,,,,,,,,,,,,,,,,No,0
PRV55198,2.0,8000.0,4000.0,8000.0,1068.0,4.5,2.0,66.0,14280.0,216.36363636363637,1.9696969696969697,58.0,71.83572895277207,0.0,1.0,0.5,1.5,1.0,1.5,2.0,1.5,2.0,1.0,1.0,1.5,1.5,2.0,No,0
PRV55200,,,,,,,,69.0,20250.0,293.4782608695652,4.202898550724638,55.0,,,,,,,,,,,,,,,,No,0
PRV55202,,,,,,,,30.0,11980.0,399.3333333333333,2.0,27.0,,,,,,,,,,,,,,,,No,0
PRV55203,5.0,44000.0,8800.0,15000.0,1068.0,4.8,5.0,20.0,2470.0,123.5,5.5,20.0,77.71937029431896,0.4,0.6,0.2,1.4,1.2,1.4,1.8,1.4,1.4,1.2,1.2,1.6,1.6,2.0,No,0
PRV55205,38.0,488000.0,12842.105263157895,102000.0,1068.0,6.2368421052631575,37.0,222.0,150060.0,675.9459459459459,7.63963963963964,205.0,76.53561007240894,0.2894736842105263,0.7105263157894737,0.21052631578947367,1.5789473684210527,1.3157894736842106,1.5,1.631578947368421,1.5789473684210527,1.5,1.1842105263157894,1.0789473684210527,1.763157894736842,1.631578947368421,1.868421052631579,No,0
PRV55206,,,,,,,,103.0,33090.0,321.2621359223301,2.0388349514563107,92.0,,,,,,,,,,,,,,,,No,0
PRV55207,,,,,,,,167.0,41510.0,248.562874251497,2.035928143712575,151.0,,,,,,,,,,,,,,,,No,0
PRV55208,7.0,68000.0,9714.285714285714,31000.0,1068.0,6.285714285714286,7.0,46.0,8300.0,180.43478260869566,0.0,44.0,75.06169942309573,0.42857142857142855,0.5714285714285714,0.2857142857142857,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.8571428571428572,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.1428571428571428,2.0,1.5714285714285714,1.8571428571428572,No,0
PRV55209,275.0,2756100.0,10022.181818181818,57000.0,1068.0,5.341818181818182,243.0,487.0,158600.0,325.66735112936345,1.2525667351129364,434.0,74.03213241241988,0.43272727272727274,0.5672727272727273,0.2727272727272727,1.3963636363636365,1.2945454545454544,1.3381818181818181,1.7854545454545454,1.509090909090909,1.450909090909091,1.1890909090909092,1.16,1.64,1.6218181818181818,1.778181818181818,Yes,1
PRV55210,,,,,,,,174.0,50480.0,290.11494252873564,2.7011494252873565,68.0,,,,,,,,,,,,,,,,No,0
PRV55211,,,,,,,,32.0,7030.0,219.6875,2.5,32.0,,,,,,,,,,,,,,,,No,0
PRV55213,3.0,67000.0,22333.333333333332,57000.0,1068.0,26.666666666666668,3.0,78.0,13390.0,171.66666666666666,0.0,65.0,76.80857859913301,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,No,0
PRV55214,,,,,,,,190.0,45880.0,241.47368421052633,2.3684210526315788,173.0,,,,,,,,,,,,,,,,No,0
PRV55215,143.0,1357300.0,9491.608391608392,45000.0,1068.0,5.538461538461538,139.0,3250.0,927260.0,285.3107692307692,2.36,2517.0,73.47970304849156,0.4125874125874126,0.5874125874125874,0.2867132867132867,1.5244755244755244,1.2937062937062938,1.3986013986013985,1.7692307692307692,1.5944055944055944,1.5874125874125875,1.1818181818181819,1.1538461538461537,1.6083916083916083,1.7272727272727273,1.832167832167832,Yes,1
PRV55216,5.0,37000.0,7400.0,18000.0,1068.0,4.8,5.0,75.0,22370.0,298.26666666666665,7.066666666666666,48.0,83.46885694729637,0.4,0.6,0.0,1.8,1.2,1.6,1.8,1.6,1.6,1.4,1.4,1.4,1.6,1.6,No,0
PRV55218,,,,,,,,94.0,20910.0,222.4468085106383,3.8297872340425534,82.0,,,,,,,,,,,,,,,,No,0
PRV55219,,,,,,,,89.0,17530.0,196.96629213483146,3.8202247191011236,85.0,,,,,,,,,,,,,,,,No,0
PRV55220,,,,,,,,102.0,23280.0,228.23529411764707,2.156862745098039,89.0,,,,,,,,,,,,,,,,No,0
PRV55224,,,,,,,,23.0,5800.0,252.17391304347825,0.0,23.0,,,,,,,,,,,,,,,,No,0
PRV55225,9.0,179000.0,19888.88888888889,57000.0,1068.0,6.777777777777778,9.0,57.0,20390.0,357.719298245614,2.456140350877193,55.0,76.43775192029813,0.4444444444444444,0.5555555555555556,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.8888888888888888,1.3333333333333333,1.4444444444444444,1.0,1.0,1.8888888888888888,1.5555555555555556,1.7777777777777777,Yes,1
PRV55226,,,,,,,,242.0,80690.0,333.4297520661157,1.9008264462809918,219.0,,,,,,,,,,,,,,,,No,0
PRV55227,,,,,,,,46.0,12100.0,263.04347826086956,0.0,42.0,,,,,,,,,,,,,,,,No,0
PRV55229,16.0,171000.0,10687.5,57000.0,1068.0,6.75,16.0,227.0,86520.0,381.1453744493392,2.995594713656388,202.0,74.50188227241615,0.5,0.5,0.1875,1.625,1.4375,1.3125,1.8125,1.5625,1.6875,1.0625,1.0625,1.625,1.625,1.875,No,0
PRV55230,225.0,2518350.0,11192.666666666666,57000.0,1068.0,6.64,197.0,340.0,94390.0,277.61764705882354,2.0,325.0,72.63091033538672,0.36444444444444446,0.6355555555555555,0.29333333333333333,1.4133333333333333,1.3111111111111111,1.3777777777777778,1.8311111111111111,1.4622222222222223,1.3688888888888888,1.2044444444444444,1.1511111111111112,1.5733333333333333,1.6044444444444443,1.8311111111111111,Yes,1
PRV55231,,,,,,,,126.0,41470.0,329.12698412698415,1.0317460317460319,99.0,,,,,,,,,,,,,,,,No,0
PRV55232,28.0,278090.0,9931.785714285714,58000.0,1068.0,4.142857142857143,27.0,79.0,32330.0,409.24050632911394,1.139240506329114,68.0,69.13963039014374,0.4642857142857143,0.5357142857142857,0.25,1.5357142857142858,1.3571428571428572,1.5,1.7857142857142858,1.7142857142857142,1.6428571428571428,1.3571428571428572,1.1428571428571428,1.6071428571428572,1.7142857142857142,1.8928571428571428,No,0
PRV55233,1.0,4000.0,4000.0,4000.0,1068.0,3.0,1.0,186.0,50940.0,273.8709677419355,2.204301075268817,99.0,90.25325119780972,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,No,0
PRV55234,7.0,36800.0,5257.142857142857,10000.0,1068.0,8.0,7.0,177.0,57800.0,326.55367231638417,4.1807909604519775,165.0,74.95492324239758,0.5714285714285714,0.42857142857142855,0.0,1.1428571428571428,1.1428571428571428,1.7142857142857142,1.7142857142857142,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.0,1.7142857142857142,1.8571428571428572,2.0,No,0
PRV55235,,,,,,,,160.0,60920.0,380.75,3.75,118.0,,,,,,,,,,,,,,,,No,0
PRV55236,20.0,220000.0,11000.0,57000.0,1068.0,8.8,18.0,34.0,17260.0,507.6470588235294,2.9411764705882355,21.0,78.28555783709787,0.25,0.75,0.35,1.5,1.15,1.35,1.95,1.35,1.5,1.1,1.05,1.75,1.75,1.75,No,0
PRV55237,15.0,111000.0,7400.0,21000.0,1068.0,4.066666666666666,15.0,102.0,20700.0,202.94117647058823,1.9607843137254901,95.0,70.77453798767966,0.26666666666666666,0.7333333333333333,0.2,1.4666666666666666,1.2,1.4,1.8666666666666667,1.7333333333333334,1.4666666666666666,1.2666666666666666,1.0,1.8666666666666667,1.6666666666666667,1.9333333333333333,No,0
PRV55238,,,,,,,,101.0,39250.0,388.61386138613864,4.752475247524752,101.0,,,,,,,,,,,,,,,,No,0
PRV55239,,,,,,,,161.0,49540.0,307.70186335403724,4.285714285714286,154.0,,,,,,,,,,,,,,,,No,0
PRV55240,11.0,76600.0,6963.636363636364,24000.0,1068.0,3.5454545454545454,11.0,152.0,43240.0,284.4736842105263,3.0921052631578947,136.0,71.84344471408127,0.5454545454545454,0.45454545454545453,0.2727272727272727,1.7272727272727273,1.2727272727272727,1.4545454545454546,1.8181818181818181,1.5454545454545454,1.5454545454545454,1.2727272727272727,1.1818181818181819,1.7272727272727273,1.2727272727272727,1.7272727272727273,No,0
PRV55242,10.0,62000.0,6200.0,15000.0,1068.0,3.8,7.0,24.0,3630.0,151.25,0.8333333333333334,21.0,76.76112251882272,0.0,1.0,0.1,1.3,1.1,1.2,1.9,1.4,1.5,1.2,1.2,1.9,1.4,1.7,No,0
PRV55243,,,,,,,,257.0,66230.0,257.70428015564204,2.178988326848249,231.0,,,,,,,,,,,,,,,,No,0
PRV55244,,,,,,,,25.0,7500.0,300.0,4.0,25.0,,,,,,,,,,,,,,,,No,0
PRV55246,,,,,,,,227.0,57290.0,252.37885462555067,2.7312775330396475,213.0,,,,,,,,,,,,,,,,No,0
PRV55247,3.0,19200.0,6400.0,13000.0,1068.0,5.0,3.0,352.0,108940.0,309.4886363636364,1.1079545454545454,173.0,72.47547342003195,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,No,0
PRV55248,,,,,,,,133.0,46760.0,351.57894736842104,3.8345864661654137,103.0,,,,,,,,,,,,,,,,No,0
PRV55250,23.0,262000.0,11391.304347826086,57000.0,1068.0,7.0,19.0,278.0,81940.0,294.7482014388489,1.223021582733813,112.0,77.71960836830046,0.34782608695652173,0.6521739130434783,0.30434782608695654,1.608695652173913,1.3043478260869565,1.391304347826087,1.826086956521739,1.5217391304347827,1.565217391304348,1.2173913043478262,1.173913043478261,1.3478260869565217,1.608695652173913,1.826086956521739,Yes,1
PRV55252,,,,,,,,45.0,14220.0,316.0,2.2222222222222223,39.0,,,,,,,,,,,,,,,,No,0
PRV55254,,,,,,,,15.0,4960.0,330.6666666666667,4.666666666666667,14.0,,,,,,,,,,,,,,,,No,0
PRV55255,,,,,,,,12.0,2590.0,215.83333333333334,8.333333333333334,12.0,,,,,,,,,,,,,,,,No,0
PRV55256,4.0,27000.0,6750.0,14000.0,1068.0,6.75,4.0,24.0,7150.0,297.9166666666667,2.9166666666666665,23.0,69.6694045174538,0.25,0.75,0.25,1.5,1.0,1.0,2.0,1.25,1.5,1.0,1.0,1.75,1.75,2.0,No,0
PRV55257,,,,,,,,137.0,35840.0,261.6058394160584,1.532846715328467,74.0,,,,,,,,,,,,,,,,No,0
PRV55258,1.0,12000.0,12000.0,12000.0,,13.0,1.0,41.0,13200.0,321.9512195121951,0.24390243902439024,35.0,83.33470225872689,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,No,0
PRV55259,,,,,,,,42.0,13890.0,330.7142857142857,1.1904761904761905,41.0,,,,,,,,,,,,,,,,No,0
PRV55260,,,,,,,,57.0,22310.0,391.4035087719298,1.2280701754385965,41.0,,,,,,,,,,,,,,,,No,0
PRV55261,,,,,,,,30.0,4780.0,159.33333333333334,3.3333333333333335,19.0,,,,,,,,,,,,,,,,No,0
PRV55262,16.0,115000.0,7187.5,46000.0,1068.0,4.75,15.0,381.0,120860.0,317.2178477690289,2.8608923884514437,203.0,74.57511978097193,0.5,0.5,0.125,1.6875,1.25,1.5,1.6875,1.5,1.375,1.1875,1.0625,1.5,1.5,1.9375,No,0
PRV55263,,,,,,,,319.0,103750.0,325.23510971786834,3.479623824451411,247.0,,,,,,,,,,,,,,,,No,0
PRV55264,,,,,,,,528.0,147430.0,279.2234848484849,2.5,305.0,,,,,,,,,,,,,,,,No,0
PRV55265,,,,,,,,201.0,43280.0,215.3233830845771,2.0398009950248754,71.0,,,,,,,,,,,,,,,,No,0
PRV55266,9.0,41000.0,4555.555555555556,7000.0,1068.0,4.0,7.0,16.0,4740.0,296.25,0.0,15.0,80.32762947752681,0.4444444444444444,0.5555555555555556,0.0,1.5555555555555556,1.2222222222222223,2.0,1.6666666666666667,1.4444444444444444,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.0,Yes,1
PRV55267,,,,,,,,144.0,36020.0,250.13888888888889,2.8472222222222223,78.0,,,,,,,,,,,,,,,,No,0
PRV55268,,,,,,,,48.0,13310.0,277.2916666666667,0.0,20.0,,,,,,,,,,,,,,,,No,0
PRV55269,3.0,14000.0,4666.666666666667,6000.0,1068.0,4.333333333333333,3.0,169.0,39490.0,233.66863905325442,4.497041420118343,124.0,79.53091489847137,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,No,0
PRV55270,1.0,5000.0,5000.0,5000.0,1068.0,7.0,1.0,203.0,58190.0,286.6502463054187,3.3004926108374386,108.0,33.25119780971937,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,0
PRV55271,,,,,,,,15.0,6020.0,401.3333333333333,6.666666666666667,12.0,,,,,,,,,,,,,,,,No,0
PRV55272,,,,,,,,211.0,53340.0,252.7962085308057,2.5118483412322274,185.0,,,,,,,,,,,,,,,,No,0
PRV55273,,,,,,,,18.0,4240.0,235.55555555555554,10.0,12.0,,,,,,,,,,,,,,,,No,0
PRV55274,,,,,,,,70.0,20800.0,297.14285714285717,1.4285714285714286,45.0,,,,,,,,,,,,,,,,No,0
PRV55275,,,,,,,,54.0,12370.0,229.07407407407408,3.5185185185185186,39.0,,,,,,,,,,,,,,,,No,0
PRV55276,,,,,,,,58.0,10830.0,186.72413793103448,2.0689655172413794,38.0,,,,,,,,,,,,,,,,No,0
PRV55277,,,,,,,,17.0,4200.0,247.05882352941177,0.0,16.0,,,,,,,,,,,,,,,,No,0
PRV55278,,,,,,,,45.0,7200.0,160.0,0.0,33.0,,,,,,,,,,,,,,,,No,0
PRV55279,,,,,,,,81.0,28610.0,353.2098765432099,0.37037037037037035,49.0,,,,,,,,,,,,,,,,No,0
PRV55281,,,,,,,,190.0,54330.0,285.94736842105266,2.473684210526316,95.0,,,,,,,,,,,,,,,,No,0
PRV55283,,,,,,,,36.0,12390.0,344.1666666666667,0.2777777777777778,31.0,,,,,,,,,,,,,,,,No,0
PRV55285,,,,,,,,7.0,530.0,75.71428571428571,0.0,7.0,,,,,,,,,,,,,,,,No,0
PRV55286,,,,,,,,4.0,570.0,142.5,0.0,3.0,,,,,,,,,,,,,,,,No,0
PRV55289,,,,,,,,14.0,3710.0,265.0,0.0,12.0,,,,,,,,,,,,,,,,No,0
PRV55291,,,,,,,,6.0,2190.0,365.0,0.0,4.0,,,,,,,,,,,,,,,,No,0
PRV55292,,,,,,,,6.0,610.0,101.66666666666667,0.0,6.0,,,,,,,,,,,,,,,,No,0
PRV55293,,,,,,,,33.0,5530.0,167.57575757575756,0.0,25.0,,,,,,,,,,,,,,,,No,0
PRV55295,,,,,,,,88.0,20380.0,231.5909090909091,6.590909090909091,71.0,,,,,,,,,,,,,,,,No,0
PRV55296,,,,,,,,57.0,12750.0,223.68421052631578,0.0,50.0,,,,,,,,,,,,,,,,No,0
PRV55297,,,,,,,,98.0,21280.0,217.14285714285714,5.510204081632653,44.0,,,,,,,,,,,,,,,,No,0
PRV55298,,,,,,,,57.0,15740.0,276.140350877193,0.7017543859649122,32.0,,,,,,,,,,,,,,,,No,0
PRV55299,,,,,,,,18.0,5930.0,329.44444444444446,0.0,17.0,,,,,,,,,,,,,,,,No,0
PRV55300,,,,,,,,32.0,8320.0,260.0,2.1875,23.0,,,,,,,,,,,,,,,,No,0
PRV55302,,,,,,,,1.0,400.0,400.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
PRV55304,,,,,,,,204.0,76330.0,374.1666666666667,1.7156862745098038,122.0,,,,,,,,,,,,,,,,No,0
PRV55305,,,,,,,,3.0,4210.0,1403.3333333333333,3.3333333333333335,3.0,,,,,,,,,,,,,,,,No,0
PRV55306,,,,,,,,59.0,16500.0,279.66101694915255,0.1694915254237288,34.0,,,,,,,,,,,,,,,,No,0
PRV55307,,,,,,,,110.0,24250.0,220.45454545454547,2.272727272727273,84.0,,,,,,,,,,,,,,,,No,0
PRV55309,,,,,,,,35.0,11800.0,337.14285714285717,1.7142857142857142,24.0,,,,,,,,,,,,,,,,No,0
PRV55312,,,,,,,,91.0,17280.0,189.8901098901099,2.3076923076923075,77.0,,,,,,,,,,,,,,,,No,0
PRV55313,,,,,,,,192.0,57410.0,299.0104166666667,0.5208333333333334,129.0,,,,,,,,,,,,,,,,No,0
PRV55314,,,,,,,,89.0,25040.0,281.34831460674155,2.134831460674157,53.0,,,,,,,,,,,,,,,,No,0
PRV55316,,,,,,,,65.0,15490.0,238.30769230769232,2.923076923076923,45.0,,,,,,,,,,,,,,,,No,0
PRV55318,,,,,,,,63.0,26300.0,417.46031746031747,2.0634920634920637,45.0,,,,,,,,,,,,,,,,No,0
PRV55319,,,,,,,,17.0,4570.0,268.8235294117647,0.0,11.0,,,,,,,,,,,,,,,,No,0
PRV55320,,,,,,,,34.0,6400.0,188.23529411764707,0.0,27.0,,,,,,,,,,,,,,,,No,0
PRV55322,,,,,,,,28.0,7270.0,259.64285714285717,4.642857142857143,24.0,,,,,,,,,,,,,,,,No,0
PRV55323,,,,,,,,144.0,36470.0,253.26388888888889,0.8333333333333334,108.0,,,,,,,,,,,,,,,,No,0
PRV55324,,,,,,,,25.0,7530.0,301.2,2.0,24.0,,,,,,,,,,,,,,,,No,0
PRV55325,,,,,,,,41.0,14980.0,365.3658536585366,9.75609756097561,20.0,,,,,,,,,,,,,,,,No,0
PRV55326,,,,,,,,58.0,11700.0,201.72413793103448,6.724137931034483,30.0,,,,,,,,,,,,,,,,No,0
PRV55329,,,,,,,,2.0,360.0,180.0,0.0,2.0,,,,,,,,,,,,,,,,No,0
PRV55330,,,,,,,,4.0,1170.0,292.5,0.0,4.0,,,,,,,,,,,,,,,,No,0
PRV55331,,,,,,,,23.0,4700.0,204.34782608695653,0.0,19.0,,,,,,,,,,,,,,,,No,0
PRV55333,,,,,,,,51.0,9500.0,186.27450980392157,3.9215686274509802,31.0,,,,,,,,,,,,,,,,No,0
PRV55335,,,,,,,,24.0,1760.0,73.33333333333333,6.666666666666667,16.0,,,,,,,,,,,,,,,,No,0
PRV55337,,,,,,,,13.0,1890.0,145.3846153846154,0.0,13.0,,,,,,,,,,,,,,,,No,0
PRV55338,,,,,,,,46.0,8790.0,191.08695652173913,0.0,44.0,,,,,,,,,,,,,,,,No,0
PRV55339,,,,,,,,30.0,7880.0,262.6666666666667,0.0,28.0,,,,,,,,,,,,,,,,No,0
PRV55340,,,,,,,,108.0,32730.0,303.05555555555554,2.2222222222222223,83.0,,,,,,,,,,,,,,,,No,0
PRV55341,,,,,,,,14.0,1240.0,88.57142857142857,0.0,14.0,,,,,,,,,,,,,,,,No,0
PRV55342,,,,,,,,9.0,2440.0,271.1111111111111,0.0,8.0,,,,,,,,,,,,,,,,No,0
PRV55343,,,,,,,,90.0,23940.0,266.0,3.3333333333333335,74.0,,,,,,,,,,,,,,,,No,0
PRV55344,,,,,,,,14.0,8320.0,594.2857142857143,0.0,8.0,,,,,,,,,,,,,,,,No,0
PRV55345,,,,,,,,15.0,7310.0,487.3333333333333,6.0,14.0,,,,,,,,,,,,,,,,No,0
PRV55348,,,,,,,,7.0,610.0,87.14285714285714,0.0,5.0,,,,,,,,,,,,,,,,No,0
PRV55350,,,,,,,,31.0,4210.0,135.80645161290323,0.0,23.0,,,,,,,,,,,,,,,,No,0
PRV55351,,,,,,,,10.0,1650.0,165.0,0.0,8.0,,,,,,,,,,,,,,,,No,0
PRV55352,,,,,,,,39.0,12850.0,329.4871794871795,4.871794871794871,27.0,,,,,,,,,,,,,,,,No,0
PRV55353,,,,,,,,12.0,2970.0,247.5,3.3333333333333335,12.0,,,,,,,,,,,,,,,,No,0
PRV55354,,,,,,,,178.0,43990.0,247.13483146067415,2.4719101123595504,105.0,,,,,,,,,,,,,,,,No,0
PRV55355,,,,,,,,1.0,90.0,90.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
